query	superkingdom	kingdom	phylum	subphylum	superclass	class	subclass	infraclass	cohort	subcohort	superorder	order	suborder	infraorder	parvorder	superfamily	family	subfamily	tribe	genus	species	subspecies
Lib2022_0265	Eukaryota	Metazoa	Chordata	Craniata	Sarcopterygii	Mammalia					Laurasiatheria	Artiodactyla	Suina				Suidae			Sus	Sus scrofa	
Lib2022_0266																						
Lib2022_0267																						
Lib2022_0268																						
Lib2022_0269																						
Lib2022_0270																						
Lib2022_0271																						
Lib2022_0272																						
Lib2022_0273																						
Lib2022_0274																						
Lib2022_0275																						
Lib2022_0276	Eukaryota	Metazoa	Chordata	Craniata	Sarcopterygii	Mammalia					Euarchontoglires	Primates	Haplorrhini	Simiiformes	Catarrhini	Hominoidea	Hominidae	Homininae		Homo	Homo sapiens	
Lib2022_0277	Eukaryota	Metazoa	Chordata	Craniata	Sarcopterygii	Aves		Neognathae				Passeriformes				Sylvioidea	Pycnonotidae			Hypsipetes	Hypsipetes amaurotis	
Lib2022_0278																						
Lib2022_0279	Eukaryota	Metazoa	Chordata	Craniata	Sarcopterygii	Mammalia					Laurasiatheria	Carnivora	Caniformia				Canidae			Canis	Canis lupus	Canis lupus familiaris
Lib2022_0280	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha			Gobiiformes	Gobioidei				Gobiidae	Gobionellinae		Acanthogobius	Acanthogobius lactipes	
